,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_ratio,tenure_ratio
819,4178-EGMON,70,1,,Credit card (automatic),88.0,5986.45,No,1.2571428571428571,0.011693073524375883
820,4220-TINQT,61,1,0.0,Electronic check,106.35,6751.35,No,1.7434426229508195,0.00903522999103883
821,5318-YKDPV,43,1,,Credit card (automatic),79.15,3566.6,No,1.8406976744186048,0.012056300117759211
822,7975-TZMLR,47,1,1.0,Electronic check,103.1,4889.3,No,2.1936170212765957,0.009612828012189883
823,0295-QVKPB,5,1,0.0,Credit card (automatic),63.95,318.1,No,12.790000000000001,0.015718327569946556
824,4335-BSMJS,62,1,,Credit card (automatic),25.8,1563.95,No,0.4161290322580645,0.03964321110009911
825,2311-QYMUQ,16,1,0.0,Credit card (automatic),89.45,1430.25,Yes,5.590625,0.011186855444852298
826,3643-AHCFP,7,1,0.0,Bank transfer (automatic),95.6,644.35,Yes,13.657142857142857,0.010863661053775122
827,9146-JRIOX,14,1,0.0,Mailed check,25.55,372.45,No,1.825,0.037588938112498325
828,3104-OWCGK,60,1,1.0,Electronic check,90.95,5453.4,Yes,1.5158333333333334,0.011002310485201894
829,5337-IIWKZ,34,0,0.0,Electronic check,44.85,1442.6,No,1.3191176470588235,0.023568556772494108
830,9101-BWFSS,50,1,1.0,Electronic check,108.55,5610.7,Yes,2.171,0.008911544014115886
831,9650-VBUOG,38,1,,Credit card (automatic),25.05,963.95,No,0.6592105263157895,0.03942113180144198
832,3487-EARAT,70,1,1.0,Credit card (automatic),74.1,5222.3,No,1.0585714285714285,0.013404055684277043
833,2672-TGEFF,37,1,0.0,Electronic check,88.8,3340.55,No,2.4,0.011076020415799793
834,9231-ZJYAM,4,1,0.0,Electronic check,78.85,292.8,Yes,19.7125,0.01366120218579235
835,4250-WAROZ,60,1,0.0,Electronic check,93.25,5774.55,No,1.5541666666666667,0.010390420032729823
836,8184-WMOFI,62,1,1.0,Credit card (automatic),71.4,4487.3,No,1.1516129032258065,0.013816771778129388
837,6982-SSHFK,1,1,0.0,Mailed check,44.4,44.4,Yes,44.4,0.022522522522522525
838,6092-QZVPP,36,1,0.0,Credit card (automatic),79.2,2854.95,No,2.2,0.012609677927809594
839,4625-LAMOB,44,1,,Credit card (automatic),20.4,905.55,No,0.4636363636363636,0.0485892551488046
840,0727-BMPLR,55,1,1.0,Electronic check,100.0,5509.3,Yes,1.8181818181818181,0.009983119452562032
841,0392-BZIUW,72,1,,Credit card (automatic),105.0,7589.8,No,1.4583333333333333,0.009486415979340693
842,1038-ZAGBI,12,1,1.0,Bank transfer (automatic),19.8,229.6,Yes,1.6500000000000001,0.05226480836236934
843,6549-NNDYT,13,0,0.0,Bank transfer (automatic),30.85,394.1,No,2.373076923076923,0.032986551636640445
844,3027-ZTDHO,1,1,0.0,Electronic check,89.9,89.9,Yes,89.9,0.011123470522803113
845,0422-OHQHQ,15,1,1.0,Mailed check,20.55,295.95,No,1.37,0.05068423720223011
846,6916-HIJSE,65,1,,Bank transfer (automatic),84.85,5459.2,No,1.3053846153846154,0.011906506447831184
847,2316-ESMLS,12,0,1.0,Credit card (automatic),33.15,444.75,No,2.7624999999999997,0.026981450252951095
848,9778-OGKQZ,72,1,,Credit card (automatic),92.0,6782.15,No,1.2777777777777777,0.010616102563346433
849,7408-OFWXJ,72,1,,Credit card (automatic),89.8,6510.45,No,1.2472222222222222,0.01105914337718591
850,6007-TCTST,72,1,,Bank transfer (automatic),115.8,8476.5,No,1.6083333333333334,0.008494071845691028
851,2252-NKNSI,52,1,,Mailed check,85.15,4461.85,No,1.6375000000000002,0.011654358618062013
852,8713-IGZSO,2,1,0.0,Mailed check,24.85,62.0,No,12.425,0.03225806451612903
853,7905-TVXTA,5,1,0.0,Electronic check,64.35,352.65,No,12.87,0.01417836381681554
854,7695-PKLCZ,68,1,,Credit card (automatic),20.5,1424.9,No,0.3014705882352941,0.04772264720331251
855,2382-BCKQJ,62,1,1.0,Electronic check,100.15,6413.65,Yes,1.6153225806451614,0.009666882352482597
856,8374-UULRV,72,1,,Credit card (automatic),86.05,6309.65,No,1.1951388888888888,0.011411092532866325
857,2207-NHRJK,1,1,0.0,Electronic check,50.8,50.8,Yes,50.8,0.01968503937007874
858,3224-DFQNQ,66,1,1.0,Electronic check,89.0,5898.6,No,1.3484848484848484,0.011189095717627912
859,5275-PMFUT,72,0,,Credit card (automatic),64.8,4719.75,No,0.8999999999999999,0.0152550452884157
860,4795-UXVCJ,26,1,1.0,Credit card (automatic),19.8,457.3,No,0.7615384615384616,0.05685545593702165
861,9777-IQHWP,64,1,,Bank transfer (automatic),93.4,5822.3,No,1.459375,0.010992219569585902
862,0947-MUGVO,20,1,0.0,Electronic check,73.65,1463.5,Yes,3.6825,0.013665869490946362
863,9944-HKVVB,3,1,0.0,Electronic check,95.1,307.4,Yes,31.7,0.009759271307742356
864,4124-MMETB,22,1,0.0,Credit card (automatic),94.65,2104.55,Yes,4.302272727272728,0.010453541137060178
865,3671-SHRSP,4,1,0.0,Mailed check,80.6,319.15,Yes,20.15,0.012533291555694815
866,0979-MOZQI,62,0,,Bank transfer (automatic),39.0,2337.45,No,0.6290322580645161,0.026524631542920705
867,2732-ISEZX,5,1,0.0,Mailed check,20.5,104.3,No,4.1,0.04793863854266539
868,3313-QKNKB,59,1,1.0,Electronic check,85.55,5084.65,Yes,1.45,0.011603551866893495
869,0323-XWWTN,3,1,,Mailed check,26.4,121.25,No,8.799999999999999,0.024742268041237112
870,1937-OTUKY,72,1,,Bank transfer (automatic),98.2,7015.9,No,1.363888888888889,0.010262403968129535
871,1573-LGXBA,57,1,1.0,Credit card (automatic),97.55,5598.0,No,1.7114035087719297,0.010182207931404072
872,1764-VUUMT,66,1,,Credit card (automatic),19.95,1269.1,No,0.30227272727272725,0.052005358127807114
873,5073-WXOYN,60,0,0.0,Electronic check,50.8,3027.4,Yes,0.8466666666666666,0.019818986589152408
874,4713-ZBURT,45,1,,Bank transfer (automatic),99.7,4634.35,No,2.2155555555555555,0.009710099582465718
875,3050-GBUSH,3,0,0.0,Credit card (automatic),34.8,113.95,No,11.6,0.02632733655111891
876,0207-MDKNV,15,1,0.0,Electronic check,105.1,1582.75,Yes,7.006666666666666,0.00947717580161112
877,7876-AEHIG,51,0,1.0,Bank transfer (automatic),60.15,3077.0,No,1.1794117647058824,0.016574585635359115
878,7945-HLKEA,60,1,1.0,Electronic check,64.75,4039.5,No,1.0791666666666666,0.014853323431117713
879,9342-VNIMQ,33,1,0.0,Bank transfer (automatic),54.65,1665.2,No,1.656060606060606,0.01981743934662503
880,9851-KIELU,10,1,0.0,Electronic check,110.1,1043.3,Yes,11.01,0.009584970765839165
881,3523-BRGUW,26,1,1.0,Credit card (automatic),19.3,504.2,No,0.7423076923076923,0.05156683855612852
882,3908-BLSYF,6,1,0.0,Electronic check,83.9,497.55,Yes,13.983333333333334,0.012059089538739826
883,3199-NPKCN,67,1,1.0,Electronic check,111.25,7511.65,No,1.6604477611940298,0.00891947841020282
884,5170-PTRKA,49,0,1.0,Credit card (automatic),35.8,1782.0,No,0.7306122448979592,0.02749719416386083
885,4661-NJEUX,1,1,0.0,Mailed check,20.05,20.05,No,20.05,0.04987531172069825
886,2123-AGEEN,7,1,0.0,Electronic check,84.35,609.65,No,12.049999999999999,0.011481997867628968
887,1258-YMZNM,27,1,1.0,Bank transfer (automatic),110.5,2857.6,No,4.092592592592593,0.0094484882418813
888,0048-LUMLS,37,1,1.0,Credit card (automatic),91.2,3247.55,No,2.464864864864865,0.011393204107711967
889,7549-MYGPK,63,1,0.0,Electronic check,100.55,6215.35,Yes,1.596031746031746,0.010136195065442815
890,5898-IGSLP,31,1,0.0,Electronic check,89.3,2823.0,No,2.8806451612903223,0.010981225646475381
891,3804-RVTGV,50,1,0.0,Bank transfer (automatic),103.85,5017.9,Yes,2.077,0.009964327706809622
892,6259-WJQLC,32,1,0.0,Credit card (automatic),81.1,2619.25,No,2.534375,0.012217237758900448
893,9227-LUNBG,1,0,0.0,Electronic check,24.6,24.6,Yes,24.6,0.04065040650406504
894,7997-EASSD,63,1,1.0,Credit card (automatic),81.2,4965.1,No,1.288888888888889,0.0126885661920203
895,0730-KOAVE,30,1,0.0,Credit card (automatic),94.3,2679.7,No,3.143333333333333,0.011195283054073218
896,8975-SKGRX,71,1,,Bank transfer (automatic),116.1,8310.55,No,1.6352112676056336,0.00854335753951303
897,0678-RLHVP,53,1,,Electronic check,105.55,5682.25,No,1.991509433962264,0.009327291125874434
898,4315-MURBD,12,1,0.0,Bank transfer (automatic),98.9,1120.95,Yes,8.241666666666667,0.01070520540612873
899,2267-FPIMA,50,1,0.0,Credit card (automatic),94.4,4914.9,No,1.8880000000000001,0.010173146961281004
900,1051-GEJLJ,2,1,0.0,Mailed check,19.5,27.55,No,9.75,0.07259528130671507
901,9734-YWGEX,9,1,0.0,Credit card (automatic),98.3,923.5,Yes,10.922222222222222,0.009745533297238766
902,2719-BDAQO,17,1,0.0,Electronic check,93.85,1625.65,Yes,5.520588235294118,0.01045735551933073
903,5285-MVEHD,56,1,1.0,Credit card (automatic),105.6,6068.65,No,1.8857142857142857,0.009227752465540112
904,0379-DJQHR,67,1,,Credit card (automatic),81.35,5398.6,No,1.2141791044776118,0.012410624976845848
905,0781-LKXBR,9,1,0.0,Electronic check,100.5,918.6,Yes,11.166666666666666,0.009797517962116264
906,5543-QDCRY,4,1,0.0,Electronic check,56.4,234.85,No,14.1,0.017032148179689163
907,0297-RBCSG,19,1,1.0,Bank transfer (automatic),65.35,1231.85,No,3.439473684210526,0.015423955838779074
908,4694-PHWFW,8,1,0.0,Mailed check,19.95,170.9,No,2.49375,0.046811000585137506
909,0835-JKADZ,71,1,,Electronic check,111.25,7984.15,No,1.5669014084507042,0.008892618500403926
910,1907-UBQFC,10,1,0.0,Electronic check,72.85,688.65,Yes,7.284999999999999,0.014521164597400712
911,7508-SMHXL,15,1,0.0,Credit card (automatic),89.0,1288.3,No,5.933333333333334,0.011643250795622138
912,3865-YIOTT,72,1,1.0,Bank transfer (automatic),106.1,7848.5,No,1.473611111111111,0.009173727463846594
913,5993-BQHEA,12,1,1.0,Credit card (automatic),20.05,267.0,No,1.6708333333333334,0.0449438202247191
914,6024-RUGGH,72,1,,Bank transfer (automatic),25.2,1798.9,No,0.35,0.04002445939185057
915,6513-EECDB,1,1,0.0,Electronic check,73.55,73.55,Yes,73.55,0.013596193065941536
916,3956-CJUST,23,1,0.0,Bank transfer (automatic),75.4,1643.55,No,3.2782608695652176,0.013994098141218703
917,4079-WWQQQ,72,0,,Bank transfer (automatic),65.55,4807.45,No,0.9104166666666667,0.014976754828443354
918,6103-BOCOU,26,1,0.0,Electronic check,80.7,2193.0,No,3.103846153846154,0.011855905152758778
919,5149-TGWDZ,21,1,1.0,Mailed check,104.55,2239.4,No,4.978571428571429,0.009377511833526838
920,7471-WNSUF,60,1,1.0,Bank transfer (automatic),24.15,1505.9,No,0.40249999999999997,0.03984328308652633
921,8942-DBMHZ,12,1,0.0,Mailed check,20.45,255.35,No,1.7041666666666666,0.046994321519483066
922,4301-VVZKA,16,1,0.0,Electronic check,75.4,1189.4,No,4.7125,0.013452160753321
923,9199-PWQVC,63,1,1.0,Credit card (automatic),79.7,4786.15,No,1.265079365079365,0.013162980683848188
924,4824-GUCBY,22,1,0.0,Electronic check,81.7,1820.9,No,3.713636363636364,0.012081937503432368
925,5393-HJZSM,32,1,0.0,Bank transfer (automatic),76.3,2404.15,No,2.384375,0.013310317575858412
926,7074-IEVOJ,3,1,0.0,Electronic check,79.4,205.05,Yes,26.46666666666667,0.014630577907827359
927,9625-QSTYE,13,1,0.0,Electronic check,81.15,952.3,Yes,6.242307692307692,0.013651160348629635
928,0862-PRCBS,68,1,,Credit card (automatic),103.75,7039.45,No,1.525735294117647,0.009659845584527201
929,8812-ZRHFP,30,1,1.0,Electronic check,86.45,2538.05,No,2.881666666666667,0.011820098106814286
930,5146-CBVOE,16,1,0.0,Bank transfer (automatic),75.1,1212.85,No,4.69375,0.013192068268953293
931,0454-OKRCT,33,1,,Bank transfer (automatic),80.6,2651.1,No,2.4424242424242424,0.01244766323412923
932,5787-KXGIY,72,1,,Credit card (automatic),19.3,1304.8,No,0.26805555555555555,0.05518087063151441
933,4750-ZRXIU,4,1,0.0,Electronic check,84.6,360.1,Yes,21.15,0.011108025548458762
934,4198-VFOEA,12,0,1.0,Mailed check,33.6,435.45,No,2.8000000000000003,0.027557698932139166
935,6630-UJZMY,4,1,0.0,Electronic check,83.25,308.05,No,20.8125,0.012984905047881837
937,6400-BWQKW,6,1,0.0,Electronic check,79.05,434.5,Yes,13.174999999999999,0.01380897583429229
938,2692-AQCPF,65,1,1.0,Credit card (automatic),108.05,7118.9,No,1.6623076923076923,0.009130624113275927
939,0347-UBKUZ,15,1,0.0,Mailed check,19.9,320.45,No,1.3266666666666667,0.04680917459822125
940,0835-DUUIQ,24,1,1.0,Bank transfer (automatic),21.05,531.55,No,0.8770833333333333,0.04515097356786756
941,0811-GSDTP,13,0,0.0,Electronic check,30.15,382.2,No,2.319230769230769,0.034013605442176874
942,7567-ECMCM,24,1,0.0,Credit card (automatic),79.85,2001.0,No,3.327083333333333,0.01199400299850075
943,6115-ZTBFQ,72,0,,Bank transfer (automatic),65.5,4919.7,No,0.9097222222222222,0.014635038721873286
944,6353-BRMMA,54,1,0.0,Bank transfer (automatic),104.1,5645.8,No,1.9277777777777776,0.009564632115909171
945,6680-WKXRZ,3,1,0.0,Bank transfer (automatic),74.4,215.8,Yes,24.8,0.013901760889712697
946,6231-WFGFH,4,1,0.0,Mailed check,20.5,77.6,No,5.125,0.051546391752577324
947,9904-EHEVJ,32,1,0.0,Mailed check,91.35,2896.55,No,2.8546875,0.01104762562358668
948,7028-DVOIQ,35,1,0.0,Electronic check,99.05,3395.8,Yes,2.83,0.010306849637787855
949,6169-PPETC,35,1,,Bank transfer (automatic),20.5,759.35,No,0.5857142857142857,0.04609205241324817
950,4208-UFFGW,2,1,0.0,Mailed check,44.95,85.15,Yes,22.475,0.023487962419260128
951,8584-KMVXD,8,1,0.0,Electronic check,75.6,535.55,No,9.45,0.01493791429371674
952,8467-WYNSR,22,1,0.0,Mailed check,55.1,1253.15,No,2.5045454545454544,0.01755575948609504
953,0851-DFJKB,15,1,0.0,Electronic check,58.95,955.15,No,3.93,0.015704339632518452
954,5382-SOYZL,22,1,0.0,Electronic check,95.1,2162.6,No,4.322727272727272,0.01017293997965412
955,9448-REEVD,1,1,0.0,Credit card (automatic),44.7,44.7,Yes,44.7,0.022371364653243846
956,3261-CQXOL,71,1,,Bank transfer (automatic),25.45,1813.35,No,0.3584507042253521,0.0391540518929054
957,8388-FYNPZ,4,1,0.0,Electronic check,56.75,245.15,No,14.1875,0.016316540893330615
958,4002-BQWPQ,25,1,0.0,Bank transfer (automatic),81.75,2028.8,No,3.27,0.012322555205047318
959,5651-YLPRD,32,1,0.0,Electronic check,86.1,2723.75,No,2.690625,0.011748508490133088
960,2826-DXLQO,7,0,0.0,Bank transfer (automatic),29.8,220.45,No,4.257142857142857,0.03175323202540259
961,4378-BZYFP,17,1,1.0,Mailed check,20.5,365.8,No,1.2058823529411764,0.046473482777474026
962,9489-UTFKA,8,1,0.0,Bank transfer (automatic),60.9,551.95,No,7.6125,0.014494066491530028
963,4849-PYRLQ,56,1,,Bank transfer (automatic),73.25,4054.2,No,1.3080357142857142,0.01381283607123477
964,9117-SHLZX,1,1,0.0,Mailed check,45.7,45.7,Yes,45.7,0.02188183807439825
965,9889-TMAHG,8,1,0.0,Credit card (automatic),100.3,832.35,Yes,12.5375,0.009611341382831741
966,4541-RMRLG,7,1,0.0,Electronic check,19.25,112.3,Yes,2.75,0.06233303650934996
967,7764-BDPEE,3,1,0.0,Mailed check,20.85,60.65,No,6.95,0.0494641384995878
968,3429-IFLEM,71,1,,Credit card (automatic),77.35,5550.1,No,1.0894366197183099,0.012792562296174844
969,3158-MOERK,2,1,0.0,Electronic check,96.0,174.8,Yes,48.0,0.011441647597254004
970,7294-TMAOP,1,1,0.0,Electronic check,90.55,90.55,Yes,90.55,0.011043622308117063
971,5002-GCQFH,49,1,0.0,Bank transfer (automatic),93.85,4733.1,No,1.9153061224489796,0.01035262301662758
972,0556-FJEGU,58,1,,Bank transfer (automatic),70.1,4048.95,No,1.2086206896551723,0.014324701465812125
973,8919-FYFQZ,44,0,0.0,Electronic check,30.35,1359.7,Yes,0.6897727272727273,0.03236007942928587
974,0604-THJFP,59,1,,Credit card (automatic),75.95,4542.35,No,1.2872881355932204,0.012988871399165628
975,2834-JRTUA,71,1,,Electronic check,108.05,7532.15,Yes,1.5218309859154928,0.009426259434557199
976,5875-YPQFJ,1,1,0.0,Electronic check,69.9,69.9,Yes,69.9,0.014306151645207437
977,5879-SESNB,11,1,0.0,Electronic check,75.25,888.65,No,6.840909090909091,0.012378326675293986
978,6646-QVXLR,62,1,1.0,Electronic check,103.75,6383.35,Yes,1.6733870967741935,0.009712768373972913
979,6461-PPAXN,35,1,1.0,Bank transfer (automatic),54.95,1916.0,No,1.57,0.01826722338204593
980,3318-ISQFQ,20,1,0.0,Bank transfer (automatic),19.5,413.0,No,0.975,0.048426150121065374
981,1106-HRLKZ,40,1,,Mailed check,19.6,808.95,No,0.49000000000000005,0.04944681377093763
982,2483-XSSMZ,39,1,1.0,Electronic check,47.85,1886.4,No,1.226923076923077,0.020674300254452924
983,8603-IJWDN,1,1,0.0,Electronic check,86.6,86.6,Yes,86.6,0.011547344110854504
984,8165-ZJRNM,72,1,,Bank transfer (automatic),23.75,1679.25,No,0.3298611111111111,0.042876284055381866
985,9369-XFEHK,33,1,0.0,Bank transfer (automatic),80.6,2656.5,Yes,2.4424242424242424,0.012422360248447204
986,2604-XVDAM,12,1,0.0,Bank transfer (automatic),43.8,540.95,No,3.65,0.02218319622885664
987,3717-OFRTN,1,1,0.0,Bank transfer (automatic),19.75,19.75,No,19.75,0.05063291139240506
988,9046-JBFWA,27,1,0.0,Mailed check,19.15,537.35,No,0.7092592592592593,0.05024658044105332
989,3280-NMUVX,34,1,1.0,Credit card (automatic),19.6,678.8,No,0.5764705882352942,0.05008839127872717
990,1206-EHBDD,56,1,,Bank transfer (automatic),80.3,4513.65,No,1.4339285714285714,0.012406810452737808
991,8361-LBRDI,58,1,,Credit card (automatic),24.35,1423.85,No,0.4198275862068966,0.04073462794535942
992,4883-KCPZJ,22,1,,Credit card (automatic),25.25,555.4,No,1.1477272727272727,0.03961109110550955
993,9108-EQPNQ,10,1,,Credit card (automatic),26.1,225.55,No,2.6100000000000003,0.04433606739082243
994,7277-KAMWT,13,1,,Credit card (automatic),20.0,268.45,No,1.5384615384615385,0.048426150121065374
995,3842-IYKUE,35,1,0.0,Credit card (automatic),85.3,2917.5,Yes,2.4371428571428573,0.011996572407883462
996,6641-XRPSU,34,1,0.0,Credit card (automatic),70.0,2416.1,Yes,2.0588235294117645,0.014072265220810398
997,1374-DMZUI,4,1,0.0,Electronic check,94.3,424.45,Yes,23.575,0.009423960419366238
998,2545-LXYVJ,72,1,,Bank transfer (automatic),20.7,1492.1,No,0.2875,0.04825413846256953
999,3234-VKACU,2,1,0.0,Electronic check,70.3,132.4,No,35.15,0.015105740181268881
1000,8357-EQXFO,7,1,0.0,Electronic check,95.35,660.9,Yes,13.62142857142857,0.010591617491299743
1001,1989-PRJHP,27,1,0.0,Electronic check,75.5,1893.95,Yes,2.7962962962962963,0.014255920166847066
1002,8120-JDCAM,4,1,0.0,Mailed check,69.55,284.9,No,17.3875,0.01404001404001404
1003,8917-FAEMR,37,1,,Mailed check,19.85,784.25,No,0.5364864864864866,0.047178833280204016
1004,7047-YXDMZ,21,1,0.0,Mailed check,20.0,417.7,No,0.9523809523809523,0.05027531721331099
1005,2858-EIMXH,53,1,1.0,Credit card (automatic),95.85,5016.25,No,1.8084905660377357,0.010565661599800647
1006,9524-EGPJC,18,1,0.0,Electronic check,90.1,1612.75,Yes,5.0055555555555555,0.01116106030072857
1007,6993-OHLXR,2,1,0.0,Electronic check,68.95,119.75,Yes,34.475,0.016701461377870562
1008,8818-XYFCQ,32,1,0.0,Credit card (automatic),99.55,3204.65,Yes,3.1109375,0.009985489835083395
1009,6419-ZTTLE,23,1,1.0,Electronic check,20.75,485.2,No,0.9021739130434783,0.04740313272877164
1010,0929-HYQEW,3,1,0.0,Mailed check,50.15,160.85,No,16.716666666666665,0.018650917003419334
1011,6614-YOLAC,71,0,,Mailed check,58.65,4145.25,No,0.826056338028169,0.017128038115915806
1012,7426-RHZGU,9,1,0.0,Bank transfer (automatic),95.9,827.45,No,10.655555555555557,0.010876790138376941
1013,4065-JJAVA,1,1,0.0,Electronic check,49.5,49.5,No,49.5,0.020202020202020204
1014,4695-VADHF,18,1,0.0,Electronic check,57.45,990.85,Yes,3.191666666666667,0.018166220921431095
1015,3863-IUBJR,12,1,1.0,Credit card (automatic),53.65,696.35,Yes,4.470833333333333,0.017232713434336182
1016,7649-SIJJF,71,1,,Mailed check,80.1,5585.4,No,1.1281690140845069,0.012711712679485803
1017,9361-YNQWJ,64,1,1.0,Bank transfer (automatic),24.4,1601.2,No,0.38125,0.03997002248313765
1018,3748-FVMZZ,4,0,0.0,Electronic check,40.05,162.45,No,10.0125,0.024622960911049555
1019,9391-TTOYH,23,1,0.0,Mailed check,19.5,470.2,No,0.8478260869565217,0.04891535516801361
1020,1452-XRSJV,39,1,0.0,Credit card (automatic),51.05,2066.0,No,1.308974358974359,0.01887705711519845
1021,3422-WJOYD,28,1,1.0,Mailed check,54.35,1426.45,No,1.9410714285714286,0.019629149286690736
1022,8242-SOQUO,5,1,0.0,Electronic check,84.7,392.5,No,16.94,0.012738853503184714
1023,7460-ITWWP,45,1,0.0,Electronic check,86.1,3861.45,No,1.913333333333333,0.01165365342034728
1024,7147-AYBAA,37,1,0.0,Mailed check,70.35,2552.9,No,1.9013513513513511,0.014493321320850797
1025,7868-TMWMZ,60,1,,Bank transfer (automatic),110.0,6668.35,No,1.8333333333333333,0.0089977280736614
1026,4822-RVYBB,8,1,0.0,Electronic check,100.6,819.4,Yes,12.575,0.00976324139614352
1027,6732-FZUGP,47,1,1.0,Credit card (automatic),94.9,4615.25,No,2.019148936170213,0.01018363035588538
1028,8436-BJUMM,26,1,0.0,Electronic check,83.75,2070.6,Yes,3.2211538461538463,0.0125567468366657
1029,4184-TJFAN,3,1,0.0,Mailed check,88.3,273.75,Yes,29.433333333333334,0.010958904109589041
1030,8329-GWVPJ,50,1,0.0,Bank transfer (automatic),69.75,3557.7,No,1.395,0.014054023666975855
1031,1352-VHKAJ,27,1,0.0,Bank transfer (automatic),71.6,1957.1,No,2.6518518518518515,0.013795922538449747
1032,4145-UQXUQ,8,1,0.0,Electronic check,92.1,729.95,Yes,11.5125,0.010959654770874717
1033,2632-TACXW,62,1,,Bank transfer (automatic),23.65,1416.75,No,0.38145161290322577,0.04376213163931533
1034,8146-QQKZH,71,1,,Bank transfer (automatic),81.85,5924.4,No,1.1528169014084506,0.011984335966511377
1035,1767-CJKBA,66,1,,Mailed check,25.1,1697.7,No,0.3803030303030303,0.03887612652412087
1036,6445-TNRXS,68,1,,Bank transfer (automatic),114.7,7849.85,No,1.686764705882353,0.00866258590928489
1037,4581-LNWUM,13,0,0.0,Electronic check,49.15,649.4,No,3.7807692307692307,0.020018478595626735
1038,4869-EPIUS,56,1,1.0,Electronic check,80.9,4557.5,No,1.4446428571428573,0.01228743828853538
1039,9948-YPTDG,38,1,0.0,Electronic check,79.45,3013.05,Yes,2.0907894736842105,0.012611805313552712
1040,1236-WFCDV,14,1,0.0,Credit card (automatic),90.45,1266.1,Yes,6.460714285714286,0.011057578390332518
1041,1915-OAKWD,16,1,1.0,Bank transfer (automatic),19.3,360.35,No,1.20625,0.04440127653670043
1042,7296-PIXQY,14,1,0.0,Electronic check,70.2,1046.5,No,5.014285714285714,0.013377926421404682
1043,4883-QICIH,32,1,0.0,Bank transfer (automatic),69.75,2347.9,Yes,2.1796875,0.013629200562204522
1044,3354-OADJP,8,1,1.0,Bank transfer (automatic),54.25,447.75,No,6.78125,0.01786711334450028
1045,3524-WQDSG,43,1,0.0,Bank transfer (automatic),99.3,4209.95,No,2.3093023255813954,0.010213898027292487
1046,0810-DHDBD,52,1,1.0,Credit card (automatic),74.0,3877.65,No,1.4230769230769231,0.013410184003197812
1047,4026-SKKHW,3,1,0.0,Mailed check,50.25,152.3,No,16.75,0.01969796454366382
1048,2829-HYVZP,29,1,1.0,Mailed check,19.8,572.2,No,0.6827586206896552,0.050681579867179305
1049,8329-IBCTI,1,1,0.0,Mailed check,19.65,19.65,Yes,19.65,0.050890585241730284
1050,1271-SJBGZ,12,0,0.0,Electronic check,43.65,526.95,Yes,3.6374999999999997,0.022772559066325075
1051,3845-JHAMY,16,0,0.0,Credit card (automatic),35.5,552.7,No,2.21875,0.02894879681563235
1052,7013-PSXHK,40,1,1.0,Mailed check,80.75,3208.65,No,2.01875,0.012466302027332368
1053,5669-SRAIP,5,0,0.0,Electronic check,39.5,210.75,Yes,7.9,0.02372479240806643
1054,5981-ITEMU,40,1,0.0,Bank transfer (automatic),97.1,3706.95,Yes,2.4274999999999998,0.010790542089858239
1055,3486-NPGST,36,1,1.0,Mailed check,19.55,620.75,No,0.5430555555555556,0.05799436165928312
1056,6941-PMGEP,5,1,0.0,Electronic check,80.0,412.5,Yes,16.0,0.012121212121212121
1057,1624-WOIWJ,10,1,0.0,Mailed check,84.7,832.05,Yes,8.47,0.012018508503094766
1058,2074-GKOWZ,2,1,0.0,Bank transfer (automatic),89.55,185.55,Yes,44.775,0.010778765831312313
1059,0376-YMCJC,23,1,0.0,Electronic check,90.6,1943.2,Yes,3.9391304347826086,0.011836146562371346
1060,6100-FJZDG,26,1,1.0,Bank transfer (automatic),20.05,505.9,No,0.7711538461538462,0.051393556038742835
1061,4829-ZLJTK,72,1,,Electronic check,112.4,8046.85,No,1.5611111111111111,0.00894760061390482
1062,1730-VFMWO,34,1,0.0,Bank transfer (automatic),50.2,1815.3,No,1.4764705882352942,0.0187296865531868
1063,7143-BQIBA,10,1,0.0,Bank transfer (automatic),62.25,612.95,No,6.225,0.016314544416347172
1064,3800-LYTRK,14,1,1.0,Mailed check,55.7,795.15,No,3.9785714285714286,0.017606740866503177
1065,0634-SZPQA,23,1,0.0,Bank transfer (automatic),90.05,2169.8,Yes,3.9152173913043478,0.01060005530463637
1066,9646-NMHXE,47,1,,Mailed check,19.65,973.1,No,0.4180851063829787,0.048299249820162364
1067,7030-NJVDP,24,1,0.0,Electronic check,89.25,2210.2,No,3.71875,0.010858745814858385
1068,5536-RTPWK,49,1,0.0,Bank transfer (automatic),99.05,4853.75,Yes,2.0214285714285714,0.010095287149111511
1069,8883-GRDWQ,20,1,1.0,Mailed check,54.0,1055.9,No,2.7,0.0189411876124633
1070,6166-ILMNY,2,1,0.0,Bank transfer (automatic),69.75,144.55,Yes,34.875,0.013836042891732963
1071,3097-NNSPB,2,1,0.0,Credit card (automatic),49.05,91.1,Yes,24.525,0.021953896816684963
1072,7771-ZONAT,22,0,,Bank transfer (automatic),56.75,1304.85,No,2.5795454545454546,0.016860175499099513
1073,0655-RBDUG,7,1,0.0,Bank transfer (automatic),98.05,713.0,Yes,14.007142857142856,0.009817671809256662
1074,2111-DWYHN,1,1,0.0,Mailed check,21.1,21.1,No,21.1,0.04739336492890995
1075,4194-WHFCB,59,1,0.0,Bank transfer (automatic),96.65,5580.8,No,1.638135593220339,0.010571961009174312
1076,4121-AGSIN,58,1,1.0,Credit card (automatic),24.5,1497.9,No,0.4224137931034483,0.03872087589291675
